LA: 0	L: 400	p: 0.06 	entropy: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
L: 400	LA: 16	p: 0.06 	entropy: 10 8 10 7 7 10 7 10 12 8 10 10 9 7 7 10 10 8 10 12 10 11 9 9 10 11 8 9 7 8 8 10 8 6 8 8 12 7 9 10 7 9 7 10 9 10 7 10 11 10 10 8 10 8 9 9 10 7 13 10 10 10 9 10 11 13 8 12 7 9 7 8 9 9 9 7 8 8 8 11 10 7 11 7 8 11 6 10 6 10 9 6 8 8 11 9 10 10 5 10
L: 400	LA: 32	p: 0.06 	entropy: 15 13 13 11 10 12 12 16 14 12 14 15 14 13 11 13 9 13 15 13 14 12 15 16 12 10 16 13 11 11 13 16 14 12 12 12 11 14 12 10 12 12 11 14 10 10 10 8 14 8 13 13 10 12 11 13 15 14 13 12 7 15 12 10 16 9 11 11 11 10 14 11 9 17 12 11 11 8 12 17 12 8 10 9 8 12 13 10 11 15 17 16 12 14 11 12 12 13 10 14
LA: 48	L: 400	p: 0.06 	entropy: 13 14 19 12 16 12 16 9 14 11 10 11 10 12 11 17 9 13 11 13 10 19 12 9 14 13 10 15 16 16 10 8 10 14 14 12 17 18 8 15 16 14 17 12 12 15 14 14 8 12 16 16 10 11 15 10 13 17 12 13 12 17 12 13 12 13 9 9 12 13 10 8 13 11 11 12 12 16 15 16 14 11 18 12 15 14 13 13 17 13 14 15 13 16 13 11 12 14 10 15
LA: 64	L: 400	p: 0.06 	entropy: 15 9 10 19 7 16 9 15 13 9 15 17 15 20 18 12 18 16 11 14 12 10 14 15 9 12 8 13 14 10 11 14 14 12 12 14 17 14 7 11 16 10 13 12 12 8 16 18 16 7 11 12 16 18 14 13 15 10 15 17 14 14 14 11 11 13 13 14 14 14 11 17 9 13 14 11 16 11 13 12 21 14 16 13 12 15 12 17 13 15 12 12 15 16 10 18 12 17 11 12
LA: 80	L: 400	p: 0.06 	entropy: 12 12 16 14 13 18 15 14 12 15 14 18 16 13 14 13 15 6 20 13 19 11 10 11 12 13 11 16 16 17 17 11 14 17 14 16 12 10 11 15 18 15 15 15 15 12 10 11 10 19 12 11 18 12 12 10 9 9 13 18 12 16 11 16 12 16 10 16 16 14 16 12 10 12 11 14 11 15 12 13 12 18 14 18 16 13 19 15 16 17 12 11 10 13 9 12 17 13 10 19
L: 400	LA: 96	p: 0.06 	entropy: 10 12 18 16 14 13 19 19 14 14 17 10 12 15 14 13 12 12 9 13 14 15 12 13 16 11 14 13 15 13 15 14 11 12 14 19 14 12 16 18 15 13 17 16 18 16 14 18 12 17 11 11 17 20 13 16 11 12 16 13 10 11 14 14 9 11 15 13 13 14 13 14 15 11 15 14 13 13 15 15 18 14 12 16 11 12 12 16 19 16 12 12 15 13 9 14 15 14 8 18
LA: 112	L: 400	p: 0.06 	entropy: 13 14 11 10 11 14 11 11 13 19 5 12 13 13 14 19 17 18 11 15 17 13 10 12 12 11 15 14 9 18 14 13 9 14 13 11 10 14 13 12 15 15 12 14 15 13 16 17 16 19 14 16 19 17 17 12 15 15 14 17 21 14 15 12 13 14 15 15 13 12 16 10 14 14 14 17 14 7 16 14 13 13 7 14 12 12 12 13 15 12 9 8 14 18 12 13 14 13 18 11
L: 400	LA: 128	p: 0.06 	entropy: 12 11 25 14 16 17 16 12 10 13 15 9 15 16 9 12 9 13 13 10 11 15 14 15 14 14 18 9 16 17 11 13 16 13 7 19 12 9 17 18 17 14 17 16 13 17 13 14 16 18 13 10 14 14 13 10 22 9 17 15 15 18 13 15 20 15 19 9 12 17 15 14 15 16 17 12 13 10 16 9 10 20 13 22 11 18 14 14 10 14 16 12 7 13 11 17 15 12 16 17
L: 400	LA: 144	p: 0.06 	entropy: 12 10 9 20 12 10 11 14 14 14 14 14 15 18 11 14 14 14 12 12 11 16 12 20 13 9 14 16 20 16 13 21 16 18 16 13 13 18 16 7 18 15 15 12 8 10 16 9 11 16 13 11 14 11 11 15 15 21 15 18 12 19 14 13 14 16 14 9 12 20 12 15 13 10 7 18 15 8 13 12 17 10 20 13 13 13 17 18 19 15 14 15 11 10 12 12 11 13 11 14
LA: 160	L: 400	p: 0.06 	entropy: 12 16 13 15 11 12 12 13 14 12 12 11 16 12 20 12 16 11 12 18 13 13 8 16 14 17 15 9 20 15 10 16 17 11 17 14 13 14 20 12 18 12 13 18 13 17 14 13 13 15 12 13 14 15 14 14 23 16 19 18 13 13 13 19 14 13 17 16 14 16 16 18 12 17 17 14 17 11 14 11 17 16 14 8 11 14 14 14 17 12 17 13 14 16 20 12 13 11 14 14
